t, c	M(t), рад	E(t), рад	Theta(t), рад	
0	0		0		0
756	0.109956	0.310829	0.663061
757	0.110101	0.311217	0.663842
758	0.110247	0.311605	0.664623
759	0.110392	0.311993	0.665403
760	0.110538	0.312381	0.666183
761	0.110683	0.312769	0.666963
762	0.110828	0.313157	0.667743
763	0.110974	0.313544	0.668522
764	0.111119	0.313932	0.6693
765	0.111265	0.314319	0.670079
766	0.11141	0.314707	0.670857
767	0.111556	0.315094	0.671635
768	0.111701	0.315481	0.672412
769	0.111847	0.315869	0.673189
770	0.111992	0.316256	0.673966
771	0.112137	0.316643	0.674743
772	0.112283	0.31703	0.675519
773	0.112428	0.317416	0.676295
774	0.112574	0.317803	0.67707
775	0.112719	0.31819	0.677846
776	0.112865	0.318576	0.67862
777	0.11301	0.318963	0.679395
778	0.113156	0.319349	0.680169
779	0.113301	0.319736	0.680943
780	0.113446	0.320122	0.681717
781	0.113592	0.320508	0.68249
782	0.113737	0.320894	0.683263
783	0.113883	0.32128	0.684035
784	0.114028	0.321666	0.684808
785	0.114174	0.322052	0.685579
786	0.114319	0.322438	0.686351
787	0.114465	0.322824	0.687122
788	0.11461	0.323209	0.687893
789	0.114755	0.323595	0.688664
790	0.114901	0.32398	0.689434
791	0.115046	0.324366	0.690204
792	0.115192	0.324751	0.690974
793	0.115337	0.325136	0.691743
794	0.115483	0.325521	0.692512
795	0.115628	0.325906	0.693281
796	0.115774	0.326291	0.694049
797	0.115919	0.326676	0.694817
798	0.116064	0.327061	0.695584
799	0.11621	0.327446	0.696352
800	0.116355	0.32783	0.697119
801	0.116501	0.328215	0.697885
802	0.116646	0.328599	0.698652
803	0.116792	0.328984	0.699418
804	0.116937	0.329368	0.700183
805	0.117083	0.329752	0.700949
806	0.117228	0.330136	0.701714
807	0.117373	0.33052	0.702478
808	0.117519	0.330904	0.703243
809	0.117664	0.331288	0.704007
810	0.11781	0.331672	0.70477
811	0.117955	0.332056	0.705534
812	0.118101	0.332439	0.706297
813	0.118246	0.332823	0.707059
814	0.118392	0.333206	0.707822
815	0.118537	0.33359	0.708584
816	0.118682	0.333973	0.709346
817	0.118828	0.334356	0.710107
818	0.118973	0.334739	0.710868
819	0.119119	0.335122	0.711629
820	0.119264	0.335505	0.712389
821	0.11941	0.335888	0.713149
822	0.119555	0.336271	0.713909
823	0.1197	0.336654	0.714668
824	0.119846	0.337036	0.715427
825	0.119991	0.337419	0.716186
826	0.120137	0.337801	0.716944
827	0.120282	0.338184	0.717702
828	0.120428	0.338566	0.71846
829	0.120573	0.338948	0.719217
830	0.120719	0.33933	0.719974
831	0.120864	0.339712	0.720731
832	0.121009	0.340094	0.721488
833	0.121155	0.340476	0.722244
834	0.1213	0.340858	0.722999
835	0.121446	0.34124	0.723755
836	0.121591	0.341621	0.72451
837	0.121737	0.342003	0.725265
838	0.121882	0.342384	0.726019
839	0.122028	0.342766	0.726773
840	0.122173	0.343147	0.727527
841	0.122318	0.343528	0.72828
842	0.122464	0.343909	0.729033
843	0.122609	0.34429	0.729786
844	0.122755	0.344671	0.730538
845	0.1229	0.345052	0.73129
846	0.123046	0.345433	0.732042
847	0.123191	0.345814	0.732793
848	0.123337	0.346194	0.733545
849	0.123482	0.346575	0.734295
850	0.123627	0.346955	0.735046
851	0.123773	0.347336	0.735796
852	0.123918	0.347716	0.736545
853	0.124064	0.348096	0.737295
854	0.124209	0.348476	0.738044
855	0.124355	0.348856	0.738793
856	0.1245	0.349236	0.739541
857	0.124646	0.349616	0.740289
858	0.124791	0.349996	0.741037
859	0.124936	0.350375	0.741784
860	0.125082	0.350755	0.742531
861	0.125227	0.351134	0.743278
862	0.125373	0.351514	0.744024
863	0.125518	0.351893	0.74477
864	0.125664	0.352273	0.745516
865	0.125809	0.352652	0.746262
866	0.125955	0.353031	0.747007
867	0.1261	0.35341	0.747751
868	0.126245	0.353789	0.748496
869	0.126391	0.354168	0.74924
870	0.126536	0.354546	0.749983
871	0.126682	0.354925	0.750727
872	0.126827	0.355304	0.75147
873	0.126973	0.355682	0.752213
874	0.127118	0.35606	0.752955
875	0.127264	0.356439	0.753697
876	0.127409	0.356817	0.754439
877	0.127554	0.357195	0.75518
878	0.1277	0.357573	0.755921
879	0.127845	0.357951	0.756662
880	0.127991	0.358329	0.757402
881	0.128136	0.358707	0.758142
882	0.128282	0.359085	0.758882
883	0.128427	0.359462	0.759621
884	0.128573	0.35984	0.76036
885	0.128718	0.360217	0.761099
886	0.128863	0.360595	0.761838
887	0.129009	0.360972	0.762576
888	0.129154	0.361349	0.763313
889	0.1293	0.361726	0.764051
890	0.129445	0.362103	0.764788
891	0.129591	0.36248	0.765524
892	0.129736	0.362857	0.766261
893	0.129882	0.363234	0.766997
894	0.130027	0.363611	0.767732
895	0.130172	0.363987	0.768468
896	0.130318	0.364364	0.769203
897	0.130463	0.36474	0.769937
898	0.130609	0.365117	0.770672
899	0.130754	0.365493	0.771406
900	0.1309	0.365869	0.772139
901	0.131045	0.366245	0.772873
902	0.131191	0.366621	0.773606
903	0.131336	0.366997	0.774338
904	0.131481	0.367373	0.775071
905	0.131627	0.367749	0.775803
906	0.131772	0.368124	0.776534
907	0.131918	0.3685	0.777266
908	0.132063	0.368875	0.777997
909	0.132209	0.369251	0.778727
910	0.132354	0.369626	0.779458
911	0.1325	0.370001	0.780188
912	0.132645	0.370376	0.780917
913	0.13279	0.370751	0.781647
914	0.132936	0.371126	0.782376
915	0.133081	0.371501	0.783104
916	0.133227	0.371876	0.783833
917	0.133372	0.372251	0.784561
918	0.133518	0.372625	0.785288
919	0.133663	0.373	0.786016
920	0.133809	0.373374	0.786742
921	0.133954	0.373749	0.787469
922	0.134099	0.374123	0.788195
923	0.134245	0.374497	0.788921
924	0.13439	0.374871	0.789647
925	0.134536	0.375245	0.790372
926	0.134681	0.375619	0.791097
927	0.134827	0.375993	0.791822
928	0.134972	0.376367	0.792546
929	0.135118	0.376741	0.79327
930	0.135263	0.377114	0.793994
931	0.135408	0.377488	0.794717
932	0.135554	0.377861	0.79544
933	0.135699	0.378235	0.796162
934	0.135845	0.378608	0.796885
935	0.13599	0.378981	0.797607
936	0.136136	0.379354	0.798328
937	0.136281	0.379727	0.79905
938	0.136427	0.3801	0.79977
939	0.136572	0.380473	0.800491
940	0.136717	0.380845	0.801211
941	0.136863	0.381218	0.801931
942	0.137008	0.381591	0.802651
943	0.137154	0.381963	0.80337
944	0.137299	0.382335	0.804089
945	0.137445	0.382708	0.804807
946	0.13759	0.38308	0.805526
947	0.137736	0.383452	0.806244
948	0.137881	0.383824	0.806961
949	0.138026	0.384196	0.807678
950	0.138172	0.384568	0.808395
951	0.138317	0.38494	0.809112
952	0.138463	0.385311	0.809828
953	0.138608	0.385683	0.810544
954	0.138754	0.386054	0.81126
955	0.138899	0.386426	0.811975
956	0.139045	0.386797	0.81269
957	0.13919	0.387168	0.813404
958	0.139335	0.38754	0.814118
959	0.139481	0.387911	0.814832
960	0.139626	0.388282	0.815546
961	0.139772	0.388653	0.816259
962	0.139917	0.389023	0.816972
963	0.140063	0.389394	0.817684
964	0.140208	0.389765	0.818397
965	0.140354	0.390135	0.819108
966	0.140499	0.390506	0.81982
967	0.140644	0.390876	0.820531
968	0.14079	0.391246	0.821242
969	0.140935	0.391617	0.821952
970	0.141081	0.391987	0.822663
971	0.141226	0.392357	0.823373
972	0.141372	0.392727	0.824082
973	0.141517	0.393096	0.824791
974	0.141663	0.393466	0.8255
975	0.141808	0.393836	0.826209
976	0.141953	0.394205	0.826917
977	0.142099	0.394575	0.827625
978	0.142244	0.394944	0.828332
979	0.14239	0.395314	0.829039
980	0.142535	0.395683	0.829746
981	0.142681	0.396052	0.830453
982	0.142826	0.396421	0.831159
983	0.142972	0.39679	0.831864
984	0.143117	0.397159	0.83257
985	0.143262	0.397528	0.833275
986	0.143408	0.397896	0.83398
987	0.143553	0.398265	0.834684
988	0.143699	0.398634	0.835389
989	0.143844	0.399002	0.836092
990	0.14399	0.39937	0.836796
991	0.144135	0.399739	0.837499
992	0.144281	0.400107	0.838202
993	0.144426	0.400475	0.838904
994	0.144571	0.400843	0.839606
995	0.144717	0.401211	0.840308
996	0.144862	0.401579	0.84101
997	0.145008	0.401946	0.841711
998	0.145153	0.402314	0.842412
999	0.145299	0.402682	0.843112
1000	0.145444	0.403049	0.843812
1001	0.14559	0.403417	0.844512
1002	0.145735	0.403784	0.845211
1003	0.14588	0.404151	0.845911
1004	0.146026	0.404518	0.846609
1005	0.146171	0.404885	0.847308
1006	0.146317	0.405252	0.848006
1007	0.146462	0.405619	0.848704
1008	0.146608	0.405986	0.849401
1009	0.146753	0.406353	0.850098
1010	0.146899	0.406719	0.850795
1011	0.147044	0.407086	0.851491
1012	0.147189	0.407452	0.852188
1013	0.147335	0.407818	0.852883
1014	0.14748	0.408185	0.853579
1015	0.147626	0.408551	0.854274
1016	0.147771	0.408917	0.854969
1017	0.147917	0.409283	0.855663
1018	0.148062	0.409649	0.856357
1019	0.148208	0.410015	0.857051
1020	0.148353	0.41038	0.857744
1021	0.148498	0.410746	0.858438
1022	0.148644	0.411111	0.85913
1023	0.148789	0.411477	0.859823
1024	0.148935	0.411842	0.860515
1025	0.14908	0.412208	0.861207
1026	0.149226	0.412573	0.861898
1027	0.149371	0.412938	0.862589
1028	0.149517	0.413303	0.86328
1029	0.149662	0.413668	0.86397
1030	0.149807	0.414033	0.86466
1031	0.149953	0.414397	0.86535
1032	0.150098	0.414762	0.86604
1033	0.150244	0.415127	0.866729
1034	0.150389	0.415491	0.867417
1035	0.150535	0.415856	0.868106
1036	0.15068	0.41622	0.868794
1037	0.150826	0.416584	0.869482
1038	0.150971	0.416948	0.870169
1039	0.151116	0.417312	0.870856
1040	0.151262	0.417676	0.871543
1041	0.151407	0.41804	0.872229
1042	0.151553	0.418404	0.872916
1043	0.151698	0.418768	0.873601
1044	0.151844	0.419131	0.874287
1045	0.151989	0.419495	0.874972
1046	0.152135	0.419858	0.875657
1047	0.15228	0.420221	0.876341
1048	0.152425	0.420585	0.877025
1049	0.152571	0.420948	0.877709
1050	0.152716	0.421311	0.878392
1051	0.152862	0.421674	0.879075
1052	0.153007	0.422037	0.879758
1053	0.153153	0.4224	0.880441
1054	0.153298	0.422762	0.881123
1055	0.153444	0.423125	0.881805
1056	0.153589	0.423487	0.882486
1057	0.153734	0.42385	0.883167
1058	0.15388	0.424212	0.883848
1059	0.154025	0.424575	0.884528
1060	0.154171	0.424937	0.885208
1061	0.154316	0.425299	0.885888
1062	0.154462	0.425661	0.886568
1063	0.154607	0.426023	0.887247
1064	0.154753	0.426385	0.887926
1065	0.154898	0.426746	0.888604
1066	0.155043	0.427108	0.889282
1067	0.155189	0.42747	0.88996
1068	0.155334	0.427831	0.890637
1069	0.15548	0.428192	0.891315
1070	0.155625	0.428554	0.891991
1071	0.155771	0.428915	0.892668
1072	0.155916	0.429276	0.893344
1073	0.156062	0.429637	0.89402
1074	0.156207	0.429998	0.894695
1075	0.156352	0.430359	0.89537
1076	0.156498	0.43072	0.896045
1077	0.156643	0.43108	0.89672
1078	0.156789	0.431441	0.897394
1079	0.156934	0.431801	0.898068
1080	0.15708	0.432162	0.898741
1081	0.157225	0.432522	0.899414
1082	0.157371	0.432882	0.900087
1083	0.157516	0.433243	0.90076
1084	0.157661	0.433603	0.901432
1085	0.157807	0.433963	0.902104
1086	0.157952	0.434323	0.902775
1087	0.158098	0.434682	0.903446
1088	0.158243	0.435042	0.904117
1089	0.158389	0.435402	0.904788
1090	0.158534	0.435761	0.905458
1091	0.15868	0.436121	0.906128
1092	0.158825	0.43648	0.906797
1093	0.15897	0.436839	0.907466
1094	0.159116	0.437198	0.908135
1095	0.159261	0.437558	0.908804
1096	0.159407	0.437917	0.909472
1097	0.159552	0.438275	0.91014
1098	0.159698	0.438634	0.910807
1099	0.159843	0.438993	0.911474
1100	0.159989	0.439352	0.912141
1101	0.160134	0.43971	0.912808
1102	0.160279	0.440069	0.913474
1103	0.160425	0.440427	0.91414
1104	0.16057	0.440785	0.914806
1105	0.160716	0.441144	0.915471
1106	0.160861	0.441502	0.916136
1107	0.161007	0.44186	0.9168
1108	0.161152	0.442218	0.917465
1109	0.161298	0.442576	0.918128
1110	0.161443	0.442933	0.918792
1111	0.161588	0.443291	0.919455
1112	0.161734	0.443649	0.920118
1113	0.161879	0.444006	0.920781
1114	0.162025	0.444363	0.921443
1115	0.16217	0.444721	0.922105
1116	0.162316	0.445078	0.922767
1117	0.162461	0.445435	0.923428
1118	0.162607	0.445792	0.924089
1119	0.162752	0.446149	0.92475
1120	0.162897	0.446506	0.92541
1121	0.163043	0.446863	0.92607
1122	0.163188	0.44722	0.926729
1123	0.163334	0.447576	0.927389
1124	0.163479	0.447933	0.928048
1125	0.163625	0.448289	0.928706
1126	0.16377	0.448645	0.929365
1127	0.163916	0.449002	0.930023
1128	0.164061	0.449358	0.930681
1129	0.164206	0.449714	0.931338
1130	0.164352	0.45007	0.931995
1131	0.164497	0.450426	0.932652
1132	0.164643	0.450782	0.933308
1133	0.164788	0.451137	0.933964
1134	0.164934	0.451493	0.93462
1135	0.165079	0.451849	0.935275
1136	0.165225	0.452204	0.93593
1137	0.16537	0.452559	0.936585
1138	0.165515	0.452915	0.937239
1139	0.165661	0.45327	0.937894
1140	0.165806	0.453625	0.938547
1141	0.165952	0.45398	0.939201
1142	0.166097	0.454335	0.939854
1143	0.166243	0.45469	0.940507
1144	0.166388	0.455044	0.941159
1145	0.166533	0.455399	0.941811
1146	0.166679	0.455754	0.942463
1147	0.166824	0.456108	0.943115
1148	0.16697	0.456463	0.943766
1149	0.167115	0.456817	0.944417
1150	0.167261	0.457171	0.945067
1151	0.167406	0.457525	0.945717
1152	0.167552	0.457879	0.946367
1153	0.167697	0.458233	0.947017
1154	0.167842	0.458587	0.947666
1155	0.167988	0.458941	0.948315
1156	0.168133	0.459295	0.948963
1157	0.168279	0.459648	0.949611
1158	0.168424	0.460002	0.950259
1159	0.16857	0.460355	0.950907
1160	0.168715	0.460708	0.951554
1161	0.168861	0.461062	0.952201
1162	0.169006	0.461415	0.952848
1163	0.169151	0.461768	0.953494
1164	0.169297	0.462121	0.95414
1165	0.169442	0.462474	0.954786
1166	0.169588	0.462827	0.955431
1167	0.169733	0.463179	0.956076
1168	0.169879	0.463532	0.956721
1169	0.170024	0.463884	0.957365
1170	0.17017	0.464237	0.958009
1171	0.170315	0.464589	0.958653
1172	0.17046	0.464941	0.959296
1173	0.170606	0.465294	0.959939
1174	0.170751	0.465646	0.960582
1175	0.170897	0.465998	0.961224
1176	0.171042	0.46635	0.961866
1177	0.171188	0.466702	0.962508
1178	0.171333	0.467053	0.96315
1179	0.171479	0.467405	0.963791
1180	0.171624	0.467756	0.964431
1181	0.171769	0.468108	0.965072
1182	0.171915	0.468459	0.965712
1183	0.17206	0.468811	0.966352
1184	0.172206	0.469162	0.966991
1185	0.172351	0.469513	0.967631
1186	0.172497	0.469864	0.968269
1187	0.172642	0.470215	0.968908
1188	0.172788	0.470566	0.969546
1189	0.172933	0.470917	0.970184
1190	0.173078	0.471267	0.970822
1191	0.173224	0.471618	0.971459
1192	0.173369	0.471968	0.972096
1193	0.173515	0.472319	0.972732
1194	0.17366	0.472669	0.973369
1195	0.173806	0.473019	0.974005
1196	0.173951	0.473369	0.97464
1197	0.174097	0.47372	0.975276
1198	0.174242	0.474069	0.975911
1199	0.174387	0.474419	0.976545
1200	0.174533	0.474769	0.97718
1201	0.174678	0.475119	0.977814
1202	0.174824	0.475468	0.978448
1203	0.174969	0.475818	0.979081
1204	0.175115	0.476167	0.979714
1205	0.17526	0.476517	0.980347
1206	0.175406	0.476866	0.980979
1207	0.175551	0.477215	0.981611
1208	0.175696	0.477564	0.982243
1209	0.175842	0.477913	0.982875
1210	0.175987	0.478262	0.983506
1211	0.176133	0.478611	0.984137
1212	0.176278	0.47896	0.984767
1213	0.176424	0.479308	0.985397
1214	0.176569	0.479657	0.986027
1215	0.176715	0.480005	0.986657
1216	0.17686	0.480354	0.987286
1217	0.177005	0.480702	0.987915
1218	0.177151	0.48105	0.988544
1219	0.177296	0.481398	0.989172
1220	0.177442	0.481746	0.9898
1221	0.177587	0.482094	0.990428
1222	0.177733	0.482442	0.991055
1223	0.177878	0.48279	0.991682
1224	0.178024	0.483138	0.992309
1225	0.178169	0.483485	0.992935
1226	0.178314	0.483833	0.993561
1227	0.17846	0.48418	0.994187
1228	0.178605	0.484528	0.994812
1229	0.178751	0.484875	0.995437
1230	0.178896	0.485222	0.996062
1231	0.179042	0.485569	0.996687
1232	0.179187	0.485916	0.997311
1233	0.179333	0.486263	0.997935
1234	0.179478	0.48661	0.998558
1235	0.179623	0.486956	0.999182
1236	0.179769	0.487303	0.999804
1237	0.179914	0.48765	1.00043
1238	0.18006	0.487996	1.00105
1239	0.180205	0.488342	1.00167
1240	0.180351	0.488689	1.00229
1241	0.180496	0.489035	1.00291
1242	0.180642	0.489381	1.00354
1243	0.180787	0.489727	1.00416
1244	0.180932	0.490073	1.00478
1245	0.181078	0.490419	1.0054
1246	0.181223	0.490764	1.00602
1247	0.181369	0.49111	1.00664
1248	0.181514	0.491456	1.00725
1249	0.18166	0.491801	1.00787
1250	0.181805	0.492146	1.00849
1251	0.181951	0.492492	1.00911
1252	0.182096	0.492837	1.00973
1253	0.182241	0.493182	1.01035
1254	0.182387	0.493527	1.01096
1255	0.182532	0.493872	1.01158
1256	0.182678	0.494217	1.0122
1257	0.182823	0.494562	1.01281
1258	0.182969	0.494906	1.01343
1259	0.183114	0.495251	1.01404
1260	0.18326	0.495595	1.01466
1261	0.183405	0.49594	1.01527
1262	0.18355	0.496284	1.01589
1263	0.183696	0.496628	1.0165
1264	0.183841	0.496973	1.01712
1265	0.183987	0.497317	1.01773
1266	0.184132	0.497661	1.01834
1267	0.184278	0.498005	1.01896
1268	0.184423	0.498348	1.01957
1269	0.184569	0.498692	1.02018
1270	0.184714	0.499036	1.0208
1271	0.184859	0.499379	1.02141
1272	0.185005	0.499723	1.02202
1273	0.18515	0.500066	1.02263
1274	0.185296	0.500409	1.02324
1275	0.185441	0.500753	1.02385
1276	0.185587	0.501096	1.02446
1277	0.185732	0.501439	1.02507
1278	0.185878	0.501782	1.02568
1279	0.186023	0.502124	1.02629
1280	0.186168	0.502467	1.0269
1281	0.186314	0.50281	1.02751
1282	0.186459	0.503152	1.02812
1283	0.186605	0.503495	1.02873
1284	0.18675	0.503837	1.02933
1285	0.186896	0.50418	1.02994
1286	0.187041	0.504522	1.03055
1287	0.187187	0.504864	1.03116
1288	0.187332	0.505206	1.03176
1289	0.187477	0.505548	1.03237
1290	0.187623	0.50589	1.03297
1291	0.187768	0.506232	1.03358
1292	0.187914	0.506573	1.03419
1293	0.188059	0.506915	1.03479
1294	0.188205	0.507257	1.0354
1295	0.18835	0.507598	1.036
1296	0.188496	0.507939	1.0366
1297	0.188641	0.508281	1.03721
1298	0.188786	0.508622	1.03781
1299	0.188932	0.508963	1.03841
1300	0.189077	0.509304	1.03902
1301	0.189223	0.509645	1.03962
1302	0.189368	0.509986	1.04022
1303	0.189514	0.510326	1.04082
1304	0.189659	0.510667	1.04143
1305	0.189805	0.511008	1.04203
1306	0.18995	0.511348	1.04263
1307	0.190095	0.511689	1.04323
1308	0.190241	0.512029	1.04383
1309	0.190386	0.512369	1.04443
1310	0.190532	0.512709	1.04503
1311	0.190677	0.513049	1.04563
1312	0.190823	0.513389	1.04623
1313	0.190968	0.513729	1.04683
1314	0.191114	0.514069	1.04743
1315	0.191259	0.514409	1.04802
1316	0.191404	0.514748	1.04862
1317	0.19155	0.515088	1.04922
1318	0.191695	0.515427	1.04982
1319	0.191841	0.515767	1.05041
1320	0.191986	0.516106	1.05101
1321	0.192132	0.516445	1.05161
1322	0.192277	0.516784	1.0522
1323	0.192423	0.517123	1.0528
1324	0.192568	0.517462	1.05339
1325	0.192713	0.517801	1.05399
1326	0.192859	0.51814	1.05458
1327	0.193004	0.518478	1.05518
1328	0.19315	0.518817	1.05577
1329	0.193295	0.519155	1.05637
1330	0.193441	0.519494	1.05696
1331	0.193586	0.519832	1.05755
1332	0.193732	0.52017	1.05815
1333	0.193877	0.520508	1.05874
1334	0.194022	0.520846	1.05933
1335	0.194168	0.521184	1.05993
1336	0.194313	0.521522	1.06052
1337	0.194459	0.52186	1.06111
1338	0.194604	0.522198	1.0617
1339	0.19475	0.522535	1.06229
1340	0.194895	0.522873	1.06288
1341	0.195041	0.52321	1.06347
1342	0.195186	0.523548	1.06406
1343	0.195331	0.523885	1.06465
1344	0.195477	0.524222	1.06524
1345	0.195622	0.524559	1.06583
1346	0.195768	0.524896	1.06642
1347	0.195913	0.525233	1.06701
1348	0.196059	0.52557	1.0676
1349	0.196204	0.525907	1.06818
1350	0.19635	0.526243	1.06877
1351	0.196495	0.52658	1.06936
1352	0.19664	0.526916	1.06995
1353	0.196786	0.527253	1.07053
1354	0.196931	0.527589	1.07112
1355	0.197077	0.527925	1.07171
1356	0.197222	0.528261	1.07229
1357	0.197368	0.528598	1.07288
1358	0.197513	0.528934	1.07346
1359	0.197659	0.529269	1.07405
1360	0.197804	0.529605	1.07463
1361	0.197949	0.529941	1.07522
1362	0.198095	0.530277	1.0758
1363	0.19824	0.530612	1.07638
1364	0.198386	0.530948	1.07697
1365	0.198531	0.531283	1.07755
1366	0.198677	0.531618	1.07813
1367	0.198822	0.531953	1.07871
1368	0.198968	0.532288	1.0793
1369	0.199113	0.532623	1.07988
1370	0.199258	0.532958	1.08046
1371	0.199404	0.533293	1.08104
1372	0.199549	0.533628	1.08162
1373	0.199695	0.533963	1.0822
1374	0.19984	0.534297	1.08278
1375	0.199986	0.534632	1.08336
1376	0.200131	0.534966	1.08394
1377	0.200277	0.535301	1.08452
1378	0.200422	0.535635	1.0851
1379	0.200567	0.535969	1.08568
1380	0.200713	0.536303	1.08626
1381	0.200858	0.536637	1.08684
